Origin;Sequence;Creation Date;Client Document;UF;City;Address Type;Postal Code;Courrier;Status;Coupon;Quantity_SKU;Category Ids Sku;Reference Code;SKU Selling Price;SKU Total Price;Total Value;Discounts Names;Cancelled By;Corporate Document;SalesChannel
Marketplace;21133;2020-06-17 03:32:48Z;330;Córdoba;Córdoba;residential;5000;Correo;Faturado;;1;/1/46/47/;2630 - 60;29899;29899;209630;x;;;1
Fulfillment;28977;2020-06-27 16:32:46Z;6334;San Juan;San Juan Capital;residential;5400;Correo;Faturado;;1;/1/46/47/;2631 - 20;58300;58300;58300;;;214;1
Fulfillment;26221;2020-06-23 13:19:50Z;6335;Buenos Aires;Escobar;residential;1625;Correo;Faturado;;1;/1/46/47/;2631 - 20;51700;51700;51700;;;700;1
Fulfillment;20631;2020-06-16 14:52:53Z;6336;Salta;Salta;residential;4400;Correo;Faturado;;1;/1/46/47/;2631 - 25;51700;51700;51700;;;;1
Fulfillment;26375;2020-06-23 17:37:04Z;6337;Jujuy;El Piquete;residential;4501;Correo;Faturado;;1;/1/46/47/;2631 - 25;51700;51700;51700;;;;1
Fulfillment;5643;2020-06-06 23:30:50Z;6338;Córdoba;Córdoba;residential;5001;Correo;Faturado;;1;/1/46/47/;2631 - 30;49500;49500;49500;;;;1
Fulfillment;22949;2020-06-19 13:32:19Z;6339;Santa Cruz;28 de noviembre;residential;9408;Correo;Faturado;;1;/1/46/47/;2632 - 115;51700;51700;51700;;;;1
Fulfillment;11943;2020-06-09 17:07:17Z;6340;Mendoza;Las Heras;residential;5539;Correo;Faturado;;1;/1/46/47/;2632 - 115;51700;51700;51700;;;;1
Fulfillment;28181;2020-06-26 16:00:08Z;6341;Misiones;Wanda;residential;3376;Correo;Faturado;;1;/1/46/47/;2632 - 20;58300;58300;58300;;;;1
Fulfillment;19147;2020-06-14 21:31:06Z;6342;Capital Federal;Núñez;residential;1429;Correo;Faturado;;1;/1/46/47/;2632 - 25;51700;51700;51700;;;107;1
Marketplace;26275;2020-06-23 14:37:23Z;6343;Córdoba;Córdoba;residential;5000;Correo;Faturado;;1;/1/46/47/;2633 - 95;66999;66999;66999;x;;;1
Marketplace;29425;2020-06-28 08:20:19Z;6344;Río Negro;General Roca;residential;8332;Correo;Faturado;;1;/295/296/297/;2634 - 100;45500;45500;50000;;;;3
Marketplace;27743;2020-06-25 18:01:29Z;6345;Buenos Aires;Berazategui;residential;1884;Correo;Faturado;;1;/295/296/297/;2634 - 100;45500;45500;50000;;;;3
Marketplace;25573;2020-06-22 13:34:29Z;6346;Chaco;Resistencia;residential;3500;Correo;Faturado;;1;/295/296/297/;2634 - 100;45500;45500;50000;;;;4
Marketplace;3027;2020-06-05 13:39:08Z;6347;Buenos Aires;Victoria;residential;1644;Correo;Faturado;;1;/295/296/297/;2634 - 100;45500;45500;50000;;;;4
Marketplace;17337;2020-06-13 00:02:47Z;5399;MENDOZA;Carrodilla La Puntilla;residential;5505;Correo;Faturado;;1;/295/296/297/;2634 - 105;45500;45500;63498;x;;;4
Marketplace;9431;2020-06-08 17:03:37Z;6348;Río Negro;Allen;residential;8328;Correo;Faturado;;1;/295/296/297/;2634 - 105;45500;45500;50000;;;;4
Marketplace;29279;2020-06-27 22:08:29Z;6349;Buenos Aires;La Plata;pickup;1900;Correo Sucursal;Cancelado;;1;/295/296/297/;2634 - 110;45500;45500;50000;;sistema;;3
Marketplace;5431;2020-06-06 21:57:59Z;6350;Buenos Aires;Henderson;residential;6465;Correo;Faturado;;1;/295/296/297/;2634 - 110;45500;45500;50000;;;;3
Marketplace;29247;2020-06-27 21:51:16Z;6351;Córdoba;Córdoba;residential;5000;Correo;Faturado;;1;/295/296/297/;2634 - 120;45500;45500;48000;;;;3
Marketplace;1207;2020-06-02 18:38:45Z;6352;Córdoba;Córdoba;pickup;5000;Ret Suc;Faturado;BIENVENIDA;1;/295/296/297/;2634 - 120;40950;40950;40950;x;;;4
Marketplace;13149;2020-06-10 10:31:09Z;6353;Córdoba;Córdoba;residential;5000;Correo;Faturado;;1;/295/296/297/;2634 - 65;45500;45500;48000;;;;4
Marketplace;26125;2020-06-23 11:21:56Z;6354;Santa Fé;Venado Tuerto;residential;2600;Correo;Faturado;;1;/295/296/297/;2634 - 75;45500;45500;50000;;;;4
Marketplace;12783;2020-06-09 23:58:31Z;6355;Córdoba;Córdoba;residential;5006;Correo;Faturado;;1;/295/296/297/;2634 - 75;45500;45500;48000;;;;4
Marketplace;20321;2020-06-16 09:31:06Z;6356;Río Negro;General Roca;residential;8332;Correo;Faturado;;1;/295/296/297/;2634 - 80;45500;45500;50000;;;;4
Marketplace;7693;2020-06-07 21:43:13Z;6357;BUENOS AIRES;Berazategui;residential;1884;Correo;Faturado;;1;/295/296/297/;2634 - 80;45500;45500;50000;;;;4
Marketplace;29057;2020-06-27 18:17:42Z;6358;San Juan;San Juan;pickup;5400;Correo Sucursal;Faturado;;1;/295/296/297/;2634 - 90;45500;45500;50000;;;;4
Marketplace;20701;2020-06-16 16:17:43Z;6359;Buenos Aires;C.A.B.A.;pickup;1426;Correo Sucursal;Faturado;;1;/295/296/297/;2634 - 90;45500;45500;50000;;;;4
Marketplace;10859;2020-06-09 01:20:00Z;6360;Córdoba;Villa María;residential;5900;Correo;Faturado;;1;/295/296/297/;2634 - 90;45500;45500;50000;;;671;4
Marketplace;2611;2020-06-04 19:39:00Z;6361;Buenos Aires;San Francisco Solano;residential;1881;Correo;Faturado;;1;/295/296/297/;2634 - 90;45500;45500;50000;;;;4
Marketplace;1765;2020-06-03 14:24:17Z;6362;Buenos Aires;Miramar;residential;7607;Correo;Faturado;BIENVENIDA;1;/295/296/297/;2634 - 90;40950;40950;45450;x;;;4
Marketplace;30093;2020-06-28 22:39:07Z;6363;Buenos Aires;Lobos;residential;7240;Correo;Faturado;;1;/295/296/297/;2634 - 95;45500;45500;50000;;;;4
Marketplace;1871;2020-06-03 17:59:03Z;6364;Córdoba;La Falda;residential;5172;Correo;Faturado;;1;/295/296/297/;2634 - 95;45500;45500;50000;;;;4
Marketplace;7845;2020-06-07 22:43:38Z;3063;TIERRA DEL FUEGO;Río Grande;residential;9420;Correo;Faturado;;1;/295/296/297/;2635 - 125;47810;47810;106309;;;;4
Marketplace;25163;2020-06-21 20:06:01Z;6365;Córdoba;Morteros;residential;2421;Correo;Faturado;;1;/1/46/47/;2636 - 115;64799;64799;126898;x;;;3
Marketplace;23689;2020-06-20 00:26:04Z;6366;Santa Cruz;Puerto San Julián;residential;9310;Correo;Faturado;;1;/163/188/196/;2637 - 105;64799;64799;64799;x;;;2
Marketplace;29535;2020-06-28 11:32:30Z;6367;Chubut;Comodoro Rivadavia;residential;9000;Correo;Faturado;;1;/163/188/196/;2637 - 110;72999;72999;72999;x;;;2
Marketplace;25349;2020-06-22 01:53:38Z;4089;Santa Cruz;Río Gallegos;residential;9600;Correo;Faturado;;1;/163/188/196/;2637 - 80;64799;64799;64799;x;;;2
Marketplace;19109;2020-06-14 20:41:24Z;3816;Chubut;Comodoro Rivadavia;residential;9000;Correo;Faturado;;1;/163/188/196/;2637 - 90;64799;64799;64799;x;;;2
Marketplace;1227;2020-06-02 19:40:13Z;6368;Buenos Aires;Avellaneda;residential;1870;Correo;Cancelado;;1;/163/188/196/;2637 - 95;61699;61699;61699;x;;;2
Marketplace;26525;2020-06-23 21:29:03Z;6369;Formosa;Formosa;residential;3600;Correo;Faturado;;1;/163/188/196/;2638 - 85;72999;72999;72999;x;;;2
Marketplace;23273;2020-06-19 18:35:34Z;6370;Santa Cruz;Puerto San Julián;residential;9310;Correo;Faturado;;1;/163/188/196/;2638 - 85;64799;64799;64799;x;;;2
Marketplace;18319;2020-06-13 23:17:11Z;6371;Santa Cruz;Caleta Olivia;residential;9011;Correo;Faturado;;1;/163/188/196/;2638 - 90;64799;64799;64799;x;;;2
Marketplace;25353;2020-06-22 02:00:26Z;4089;SANTA CRUZ;Río Gallegos;residential;9600;Correo;Faturado;;1;/163/188/196/;2639 - 45;55499;55499;74197;x;;;2
Marketplace;9309;2020-06-08 15:57:14Z;6372;Córdoba;Villa Dolores;residential;5870;Correo;Faturado;;1;/163/188/196/;2640 - 45;55999;55999;60499;;;;2
Marketplace;26739;2020-06-24 09:28:38Z;6373;Salta;Salta;residential;4400;Correo;Cancelado;;1;/163/188/196/;2640 - 55;62999;62999;62999;x;sistema;;2
Marketplace;11351;2020-06-09 11:44:40Z;6374;Córdoba;Córdoba;residential;5016;Correo;Faturado;;1;/163/188/196/;2640 - 55;55999;55999;58499;;;;2
Marketplace;7265;2020-06-07 18:52:04Z;6375;Córdoba;Santa Rosa De Calamuchita;residential;5196;Correo;Faturado;;1;/163/188/196/;2640 - 55;55999;55999;60499;;;;2
Marketplace;5387;2020-06-06 21:40:19Z;6376;Río Negro;Coronel Belisle;residential;8368;Correo;Faturado;;1;/163/188/196/;2640 - 55;52899;52899;57399;;;;2
Marketplace;20307;2020-06-16 09:18:11Z;6377;Santa Fé;Lehmann;residential;2305;Correo;Faturado;;1;/1/46/49/;2641 - 10;30400;30400;34900;;;243;2
Marketplace;16925;2020-06-12 20:30:30Z;5375;Córdoba;Capital;pickup;5003;Correo Sucursal;Faturado;;1;/1/46/49/;2641 - 20;30400;30400;38240;;;;1
Marketplace;16267;2020-06-12 13:09:04Z;6378;Buenos Aires;Chivilcoy;residential;6620;Correo;Faturado;;1;/1/46/47/;2642 - 75;52725;52725;57225;;;;2
Marketplace;13175;2020-06-10 10:46:57Z;6379;Córdoba;Córdoba;pickup;5000;Ret Suc;Faturado;;1;/1/46/47/;2642 - 75;52725;52725;52725;;;;2
Marketplace;7077;2020-06-07 17:16:26Z;6378;Buenos Aires;Chivilcoy;residential;6620;Correo;Faturado;;1;/1/46/47/;2642 - 75;52725;52725;57225;;;;2
Marketplace;4953;2020-06-06 18:07:12Z;6380;Salta;San Ramón De La Nueva Oran;residential;4530;Correo;Faturado;;2;/1/46/47/;2642 - 75;52725;105450;105450;x;;;2
Marketplace;5383;2020-06-06 21:40:01Z;617;Jujuy;San Salvador De Jujuy;residential;4600;Correo;Faturado;;1;/1/46/47/;2642 - 85;52725;52725;72185;x;;;1
Marketplace;23845;2020-06-20 10:46:39Z;5733;Salta;Joaquín V González;residential;4448;Correo;Faturado;;1;/1/46/49/;2643 - 15;26250;26250;53925;;;;2
Marketplace;8825;2020-06-08 12:24:39Z;6381;Buenos Aires;Villa Ramallo Est Ffcc;residential;2914;Correo;Faturado;;1;/1/46/49/;2644 - 10;26250;26250;30750;;;;1
Marketplace;31323;2020-06-30 13:19:06Z;6382;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires;residential;1405;Correo;Faturado;;1;/1/46/49/;2645 - 10;30099.99;30099.99;34599.99;;;;1
Marketplace;25769;2020-06-22 18:48:47Z;6383;Buenos Aires;Lomas Del Mirador;residential;1752;Correo;Faturado;;1;/1/46/49/;2645 - 10;26250;26250;30750;;;;1
Marketplace;31715;2020-06-30 22:11:41Z;6384;Chubut;Comodoro Rivadavia;residential;9000;Correo;Faturado;;1;/1/46/49/;2645 - 135;30099.99;30099.99;34599.99;;;;2
Marketplace;30649;2020-06-29 17:05:48Z;2169;Córdoba;Córdoba;pickup;5010;Correo Sucursal;Faturado;;1;/1/46/49/;2645 - 135;30099.99;30099.99;30099.99;;;;1
Marketplace;30519;2020-06-29 13:47:57Z;4530;Chubut;Comodoro Rivadavia;residential;9000;Correo;Faturado;;1;/1/46/49/;2645 - 135;30099.99;30099.99;65798.99;x;;;1
Marketplace;31411;2020-06-30 14:39:57Z;6385;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires;residential;1440;Correo;Faturado;;1;/1/46/49/;2645 - 15;30099.99;30099.99;34599.99;;;;2
Marketplace;24521;2020-06-21 03:51:13Z;6386;Neuquén;Cutral Co;residential;8322;Correo;Cancelado;;1;/1/46/49/;2645 - 15;26250;26250;30750;;empleado;;2
Marketplace;17923;2020-06-13 17:21:14Z;6387;Buenos Aires;San Justo;residential;1754;Correo;Faturado;;1;/1/46/49/;2645 - 15;26250;26250;30750;;;;2
Marketplace;4569;2020-06-06 14:55:59Z;6388;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires;residential;1414;Correo;Faturado;;1;/1/46/49/;2645 - 15;26250;26250;30750;;;;2
Marketplace;14635;2020-06-11 04:27:18Z;6389;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires;residential;1159;Correo;Faturado;;1;/1/46/49/;2645 - 20;26250;26250;30750;;;;1
Marketplace;21999;2020-06-18 10:30:29Z;6390;Córdoba;Río Segundo;residential;5960;Correo;Faturado;;1;/1/46/49/;2646 - 130;26250;26250;30750;;;;1
Marketplace;20873;2020-06-16 19:29:48Z;6391;Chubut;Playa Unión;residential;9103;Correo;Faturado;;1;/1/46/49/;2646 - 130;26250;26250;30750;;;;1
Marketplace;15495;2020-06-11 18:46:01Z;6392;Buenos Aires;Quilmes Oeste;residential;1879;Correo;Faturado;;1;/1/46/49/;2646 - 130;26250;26250;30750;;;;1
Marketplace;23285;2020-06-19 18:48:12Z;6393;Córdoba;Córdoba;pickup;5000;Correo Sucursal;Faturado;;1;/1/46/49/;2647 - 10;18900;18900;18900;;;;1
Marketplace;21879;2020-06-18 00:05:31Z;6394;Córdoba;Unquillo;residential;5109;Correo;Faturado;;1;/1/46/49/;2647 - 10;18900;18900;23400;;;;1
Marketplace;31115;2020-06-30 10:16:51Z;3859;Córdoba;Córdoba;pickup;5014;Correo Sucursal;Faturado;;1;/1/46/47/;2648 - 100;70999;70999;141998;;;;1
Marketplace;21779;2020-06-17 21:31:41Z;6395;Córdoba;Córdoba;pickup;5000;Correo Sucursal;Faturado;;1;/1/46/47/;2648 - 100;50400;50400;50400;;;;1
Fulfillment;14797;2020-06-11 10:10:20Z;6396;Entre Ríos;Chajarí;residential;3228;Correo;Faturado;;1;/1/46/47/;2648 - 105;55440;55440;55440;;sistema;75;1
Marketplace;20833;2020-06-16 18:26:27Z;6397;Córdoba;Villa Huidobro;residential;6275;Correo;Faturado;;1;/1/46/47/;2648 - 105;50400;50400;54900;;;740;1
Marketplace;18847;2020-06-14 16:14:35Z;1430;Entre Ríos;General Ramírez;residential;3164;Correo;Faturado;;1;/1/46/47/;2648 - 105;50400;50400;61698;x;;;1
Fulfillment;10791;2020-06-09 00:21:26Z;6398;Córdoba;Córdoba;residential;5014;Correo;Faturado;;1;/1/46/47/;2648 - 105;55440;55440;55440;;;540;1
Marketplace;15389;2020-06-11 17:05:34Z;6399;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires;residential;1405;Correo;Faturado;;1;/1/46/47/;2648 - 105;50400;50400;54900;;;;1
Marketplace;15329;2020-06-11 16:08:11Z;493;Córdoba;Córdoba;residential;5000;Correo;Faturado;;1;/1/46/47/;2648 - 105;50400;50400;60879.2;x;;;1
Fulfillment;8387;2020-06-08 08:54:27Z;6400;La Pampa;Santa Rosa;residential;6300;Correo;Faturado;;1;/1/46/47/;2648 - 105;69300;69300;69300;;;;1
Marketplace;13739;2020-06-10 15:35:57Z;4738;Córdoba;Córdoba;residential;5000;Correo;Faturado;;1;/1/46/47/;2648 - 105;50400;50400;115399;x;;;1
Marketplace;13303;2020-06-10 11:47:15Z;6401;Córdoba;Córdoba;residential;5014;Correo;Faturado;;1;/1/46/47/;2648 - 105;50400;50400;52900;;;194;1
Marketplace;12235;2020-06-09 19:40:00Z;6402;Cordoba;Bialet Masse;pickup;5158;Correo Sucursal;Faturado;;1;/1/46/47/;2648 - 105;50400;50400;54900;;;;1
Marketplace;12095;2020-06-09 18:41:22Z;6403;Córdoba;Córdoba;pickup;5014;Correo Sucursal;Faturado;;1;/1/46/47/;2648 - 105;50400;50400;50400;;;;1
Marketplace;10697;2020-06-08 23:56:39Z;6404;Córdoba;Córdoba;residential;5000;Correo;Faturado;;1;/1/46/47/;2648 - 105;50400;50400;52900;;;;1
Fulfillment;1731;2020-06-03 13:52:25Z;6405;Misiones;santa rita;residential;3363;Correo;Faturado;;1;/1/46/47/;2648 - 105;66000;66000;66000;;;;1
Marketplace;2327;2020-06-04 12:59:36Z;6406;La Pampa;Rancul;residential;6214;Correo;Faturado;;1;/1/46/47/;2648 - 105;59999;59999;59999;x;;;1
Marketplace;1135;2020-06-02 16:49:13Z;6407;Buenos Aires;San Nicolás De Los Arroyos;residential;2900;Correo;Faturado;;1;/1/46/47/;2648 - 105;59999;59999;59999;x;;;1
Fulfillment;17427;2020-06-13 01:53:24Z;6408;Neuquén;Las coloradas catan lil;residential;8341;Correo;Faturado;;1;/1/46/47/;2648 - 110;55440;55440;55440;;;;1
Fulfillment;16935;2020-06-12 20:38:56Z;6409;Neuquén;Cutral Có;residential;8322;Correo;Faturado;;1;/1/46/47/;2648 - 110;55440;55440;55440;;;;1
Fulfillment;15999;2020-06-12 09:47:03Z;6410;Misiones;Comandante Andresito;residential;3364;Correo;Faturado;;1;/1/46/47/;2648 - 110;55440;55440;55440;;;;1
Fulfillment;9741;2020-06-08 19:21:52Z;6411;Córdoba;San Francisco del Chañar;residential;5209;Correo;Faturado;;1;/1/46/47/;2648 - 110;55440;55440;55440;;;;1
Marketplace;15103;2020-06-11 13:41:28Z;6412;Buenos Aires;Mar Del Plata;residential;7600;Correo;Faturado;;1;/1/46/47/;2648 - 110;50400;50400;54900;;;;1
Marketplace;9871;2020-06-08 20:19:10Z;6413;Córdoba;Córdoba;residential;5003;Correo;Faturado;;1;/1/46/47/;2648 - 110;50400;50400;52900;;;;1
Marketplace;21357;2020-06-17 12:18:04Z;4671;San Juan;Desamparados;residential;5400;Correo;Faturado;;1;/1/46/47/;2648 - 115;50400;50400;187199;x;;771;1
Marketplace;19821;2020-06-15 18:02:40Z;6414;Buenos Aires;Tres Arroyos;residential;7500;Correo;Faturado;;1;/1/46/47/;2648 - 115;50400;50400;54900;;;;1
Fulfillment;11209;2020-06-09 10:42:28Z;6415;Santa Fe;Sunchales;residential;2322;Correo;Faturado;;1;/1/46/47/;2648 - 115;55440;55440;55440;;;;1
Marketplace;14731;2020-06-11 09:08:34Z;6416;Córdoba;Capital;pickup;5003;Correo Sucursal;Faturado;;1;/1/46/47/;2648 - 115;50400;50400;50400;;;373;1
Marketplace;12755;2020-06-09 23:42:00Z;782;CÓRDOBA;Córdoba;residential;5006;Correo;Faturado;;1;/1/46/47/;2648 - 115;50400;50400;52900;;;332;1
Marketplace;15019;2020-06-11 12:33:37Z;6417;Santa Cruz;Las Heras;residential;9017;Correo;Faturado;;1;/1/46/47/;2648 - 95;50400;50400;54900;;;;1
Marketplace;14065;2020-06-10 18:16:17Z;6418;Buenos Aires;Stroeder;residential;8508;Correo;Faturado;;1;/1/46/47/;2648 - 95;50400;50400;54900;;;;1
Marketplace;9611;2020-06-08 18:23:40Z;6419;Córdoba;Mendiolaza;residential;5108;Correo;Faturado;;1;/1/46/47/;2648 - 95;50400;50400;54900;;;;1
Marketplace;2815;2020-06-05 07:37:49Z;6420;Misiones;Montecarlo;residential;3384;Correo;Faturado;;1;/1/46/47/;2648 - 95;59999;59999;59999;x;;;1
Marketplace;2911;2020-06-05 11:53:21Z;6421;Cordoba;Cordoba;pickup;5000;Correo Sucursal;Faturado;;1;/1/46/47/;2648 - 95;59999;59999;59999;x;;;1
Marketplace;23979;2020-06-20 13:27:03Z;6422;Buenos Aires;Ituzaingo;residential;1714;Correo;Faturado;;1;/1/46/49/;2649 - 35;55499;55499;59999;;;;1
Marketplace;31497;2020-06-30 17:19:30Z;6423;SAN LUIS;Concaran;residential;5770;Correo;Faturado;;1;/1/46/49/;2650 - 15;34400;34400;38900;;;;2
Marketplace;28173;2020-06-26 15:49:00Z;6423;San Luis;Concaran;residential;5770;Correo;Cancelado;;1;/1/46/49/;2650 - 15;34400;34400;38900;;;;2
Marketplace;19751;2020-06-15 16:51:28Z;6424;Córdoba;Córdoba;pickup;5000;Ret Suc;Faturado;;1;/1/46/49/;2650 - 15;30000;30000;30000;;;274;2
Marketplace;21435;2020-06-17 13:54:27Z;6425;Buenos Aires;Bella Vista;residential;1661;Correo;Faturado;;1;/1/46/49/;2650 - 20;30000;30000;34500;;;;2
Marketplace;24709;2020-06-21 12:05:39Z;1109;Buenos Aires;Quilmes;residential;1878;Correo;Faturado;;1;/1/46/49/;2650 - 25;30000;30000;83499;x;;;1
Marketplace;19613;2020-06-15 14:06:07Z;6426;Córdoba;Pozo Del Molle;residential;5913;Correo;Cancelado;;1;/1/46/49/;2650 - 25;30000;30000;34500;;sistema;;2
Marketplace;24419;2020-06-21 00:01:44Z;6427;Catamarca;Andalgala;residential;4740;Correo;Faturado;;1;/1/46/47/;2651 - 80;54399;54399;58899;;;;1
Marketplace;1343;2020-06-02 23:12:47Z;6428;Córdoba;Berrotaran;residential;5817;Correo;Cancelado;;1;/1/46/47/;2652 - 60;49299;49299;53799;;;;1
Marketplace;4641;2020-06-06 15:38:03Z;2932;CÓRDOBA;Córdoba;residential;5014;Correo;Cancelado;;1;/1/46/47/;2652 - 65;49299;49299;76698;x;;;1
Marketplace;21173;2020-06-17 07:57:49Z;6429;CÓRDOBA;Villa María;residential;5900;Correo;Faturado;;1;/1/46/47/;2653 - 105;77799;77799;77799;x;;;1
Marketplace;22085;2020-06-18 12:12:19Z;6430;Córdoba;Villa María;residential;5900;Correo;Faturado;;1;/1/46/47/;2653 - 110;77799;77799;77799;x;;;1
Marketplace;27447;2020-06-25 08:43:17Z;6431;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires;residential;1113;Correo;Faturado;;1;/1/46/47/;2654 - 100;87099;87099;174198;x;;;1
Marketplace;21443;2020-06-17 14:06:00Z;6432;Chaco;Resistencia;residential;3500;Correo;Faturado;;1;/1/46/47/;2654 - 100;66690;66690;66690;x;;;1
Marketplace;16965;2020-06-12 20:57:33Z;6433;Salta;Salta;pickup;4408;Correo Sucursal;Faturado;;1;/1/46/47/;2654 - 100;66690;66690;66690;x;;;1
Marketplace;16411;2020-06-12 15:00:25Z;6434;Córdoba;Villa Carlos Paz;residential;5152;Correo;Faturado;;1;/1/46/47/;2654 - 100;66690;66690;66690;x;;;1
Marketplace;14259;2020-06-10 20:27:55Z;6435;Santa Fé;Santa Fe;residential;3000;Correo;Faturado;;1;/1/46/47/;2654 - 100;66690;66690;66690;x;;;1
Marketplace;13717;2020-06-10 15:10:51Z;5149;Formosa;Formosa;residential;3600;Correo;Faturado;;1;/1/46/47/;2654 - 100;66690;66690;66690;x;;;1
Marketplace;13325;2020-06-10 11:58:31Z;6436;Córdoba;Oliva;residential;5980;Correo;Faturado;;1;/1/46/47/;2654 - 100;66690;66690;66690;x;;;1
Marketplace;12507;2020-06-09 21:49:05Z;863;San Juan;Rivadavia;residential;5400;Correo;Faturado;;1;/1/46/47/;2654 - 100;66690;66690;120889;x;;;1
Marketplace;12069;2020-06-09 18:30:44Z;6437;NEUQUÉN;Picun Leufu;residential;8313;Correo;Faturado;;1;/1/46/47/;2654 - 100;66690;66690;66690;x;;;1
Marketplace;11993;2020-06-09 17:41:44Z;6438;Córdoba;Córdoba;residential;5006;Correo;Faturado;;1;/1/46/47/;2654 - 100;66690;66690;66690;x;;;1
Marketplace;10947;2020-06-09 07:42:38Z;6439;BUENOS AIRES;Monte Grande;residential;1842;Correo;Faturado;;1;/1/46/47/;2654 - 100;66690;66690;66690;x;;;1
Marketplace;10265;2020-06-08 22:12:12Z;6440;Córdoba;Córdoba;residential;5000;Correo;Faturado;;1;/1/46/47/;2654 - 100;66690;66690;66690;x;;;1
Marketplace;9015;2020-06-08 13:45:50Z;6441;Buenos Aires;Pergamino;residential;2700;Correo;Faturado;;1;/1/46/47/;2654 - 100;66690;66690;66690;x;;;1
Marketplace;9139;2020-06-08 14:41:59Z;6439;Buenos Aires;Monte Grande;residential;1842;Correo;Faturado;;1;/1/46/47/;2654 - 100;66690;66690;66690;x;;;1
Marketplace;7465;2020-06-07 20:22:53Z;6442;Neuquén;Neuquén;residential;8300;Correo;Faturado;;1;/1/46/47/;2654 - 100;66690;66690;66690;x;;;1
Marketplace;7645;2020-06-07 21:28:58Z;6443;Córdoba;Córdoba;residential;5014;Correo;Faturado;;1;/1/46/47/;2654 - 100;66690;66690;66690;x;;;1
Marketplace;15567;2020-06-11 19:26:03Z;6444;Córdoba;Córdoba;residential;5000;Correo;Faturado;;1;/1/46/47/;2654 - 105;66690;66690;66690;x;;;1
Marketplace;12327;2020-06-09 20:14:46Z;6445;Buenos Aires;Maipu;residential;7160;Correo;Faturado;;1;/1/46/47/;2654 - 105;66690;66690;66690;x;;;1
Marketplace;11447;2020-06-09 12:36:16Z;6446;Santa Fé;Rufino;residential;6100;Correo;Faturado;;1;/1/46/47/;2654 - 105;66690;66690;66690;x;;;1
Marketplace;25861;2020-06-22 21:42:35Z;6447;Córdoba;Villa De Soto;residential;5284;Correo;Faturado;;1;/1/46/47/;2654 - 110;74099;74099;179098;x;;;1
Marketplace;18833;2020-06-14 15:48:03Z;6448;La Pampa;Realico;residential;6200;Correo;Faturado;;1;/1/46/47/;2654 - 110;66690;66690;66690;x;;;1
Marketplace;7435;2020-06-07 20:06:53Z;6449;Santa Fé;Santa Fe;residential;3000;Correo;Faturado;;1;/1/46/47/;2654 - 125;66690;66690;66690;x;;;1
Marketplace;3111;2020-06-05 15:43:20Z;6450;Chubut;Rawson;residential;9103;Correo;Faturado;;1;/1/46/47/;2654 - 70;66690;66690;66690;x;;;1
Marketplace;29763;2020-06-28 15:39:28Z;6451;FORMOSA;Formosa;residential;3600;Correo;Faturado;;1;/1/46/47/;2654 - 75;87099;87099;87099;x;;;1
Marketplace;27745;2020-06-25 18:17:37Z;6452;Buenos Aires;Darregueira;residential;8183;Correo;Faturado;;1;/1/46/47/;2654 - 75;87099;87099;87099;x;;392;1
Marketplace;23317;2020-06-19 19:10:45Z;6453;Córdoba;Córdoba;residential;5010;Correo;Faturado;;1;/1/46/47/;2654 - 75;74099;74099;74099;x;;;1
Marketplace;20677;2020-06-16 15:35:25Z;2270;Santa Fé;Santa Fe;residential;3000;Correo;Faturado;;1;/1/46/47/;2654 - 75;66690;66690;66690;x;;;1
Marketplace;16179;2020-06-12 12:21:28Z;6454;Chubut;Comodoro Rivadavia;residential;9000;Correo;Faturado;;1;/1/46/47/;2654 - 75;66690;66690;66690;x;;;1
Marketplace;14661;2020-06-11 07:54:25Z;6455;Buenos Aires;Ayacucho;residential;7150;Correo;Faturado;;1;/1/46/47/;2654 - 75;66690;66690;66690;x;;;1
Marketplace;14349;2020-06-10 21:18:01Z;6456;Chaco;Resistencia;residential;3500;Correo;Faturado;;1;/1/46/47/;2654 - 75;66690;66690;66690;x;;;1
Marketplace;10829;2020-06-09 00:52:53Z;844;Misiones;Posadas;residential;3300;Correo;Faturado;;1;/1/46/47/;2654 - 75;66690;66690;133760;x;;;1
Marketplace;9259;2020-06-08 15:33:56Z;6457;San Luis;Villa Mercedes;residential;5730;Correo;Faturado;;1;/1/46/47/;2654 - 75;66690;66690;66690;x;;;1
Marketplace;7815;2020-06-07 22:27:10Z;6458;Santa Fé;Santa Eusebia;residential;2317;Correo;Faturado;;1;/1/46/47/;2654 - 75;66690;66690;66690;x;;;1
Marketplace;7683;2020-06-07 21:38:54Z;6459;Córdoba;Córdoba;residential;5000;Correo;Faturado;;1;/1/46/47/;2654 - 75;66690;66690;66690;x;;;1
Marketplace;5707;2020-06-06 23:56:50Z;6460;Santa Fé;Santo Tome;residential;3016;Correo;Faturado;;1;/1/46/47/;2654 - 75;66690;66690;66690;x;;;1
